tag_id,name,category,count
484666,transparent_background,0,61514
541727,wariza,0,61484
481508,facial_mark,0,61342
10231,mouth_hold,0,61142
452032,looking_away,0,61139
400120,traditional_media,0,61046
2799,beach,0,61036
2091,bandages,0,61017
1723,parody,0,61010
663669,female_pubic_hair,0,61006
419938,expressionless,0,60732
1303252,brown_footwear,0,60667
499624,blush_stickers,0,60546
8830,shirt_lift,0,60141
419309,thick_thighs,0,60024
698161,holding_sword,0,59858
600250,hair_tubes,0,59809
375404,chinese_clothes,0,59795
8091,drill_hair,0,59557
572767,grabbing,0,59427
475775,arms_behind_back,0,59272
375476,soles,0,59215
3920,obi,0,58917
572731,heart-shaped_pupils,0,58894
4207,eating,0,58688
467856,clothes_pull,0,58462
415974,looking_down,0,58352
2993,phone,0,58200
612641,black_shorts,0,57955
403649,thigh_gap,0,57892
514890,black_pants,0,57867
436576,short_dress,0,57816
3593,topless,0,57655
4831,piercing,0,57372
2770,pantyshot,0,57314
534835,hair_intakes,0,57252
2270,eyepatch,0,57130
511136,border,0,56981
8831,skirt_lift,0,56906
476621,floral_print,0,56816
460404,stuffed_toy,0,56698
466226,bound,0,56676
2689,formal,0,56558
709734,playboy_bunny,0,56534
647551,flying_sweatdrops,0,56366
375176,crossed_arms,0,56301
574407,wavy_mouth,0,56126
425206,magical_girl,0,56021
3234,erection,0,55814
387991,abs,0,55656
2726,moon,0,55466
688777,half-closed_eyes,0,55390
413672,leg_up,0,55163
420366,from_below,0,54898
389777,red_dress,0,54821
477028,cleavage_cutout,0,54599
3986,sandals,0,54528
3209,table,0,54497
13227,happy,0,54420
356542,sunlight,0,54218
1850,oral,0,54046
1976,cover,0,53985
465810,squatting,0,53344
1801537,single_hair_bun,0,53328
2716,cat,0,53145
419387,testicles,0,53002
584749,pink_background,0,52864
5524,sunglasses,0,52501
488167,scrunchie,0,52459
1288957,white_footwear,0,52395
563478,dark-skinned_male,0,52274
547073,underwear_only,0,52043
461293,cum_on_body,0,51426
413179,trembling,0,51424
445388,bob_cut,0,51373
3949,ring,0,51372
9354,bdsm,0,51131
221,school_swimsuit,0,51107
582201,mob_cap,0,50771
385639,wolf_ears,0,50613
6059,blazer,0,50589
468534,light_brown_hair,0,50353
580232,white_jacket,0,50297
459291,standing_on_one_leg,0,50267
3875,sleeping,0,50236
450107,thick_eyebrows,0,50035
1556,backpack,0,49896
520398,white_skirt,0,49388
8068,demon_girl,0,49382
492544,frilled_dress,0,49309
643561,eyes_visible_through_hair,0,49304
15399,breast_grab,0,49237
6128,cardigan,0,49158
431235,knee_boots,0,48944
7952,suspenders,0,48876
464588,hat_ribbon,0,48794
465525,crossed_legs,0,48759
319,lingerie,0,48692
379915,stuffed_animal,0,48687
5831,katana,0,48654
589398,hood_down,0,48528
466990,;d,0,48266
487156,3boys,0,48154
15737,bat_wings,0,48120
391680,horse_ears,0,48063
3649,helmet,0,47863
487205,cloudy_sky,0,47782
3239,cellphone,0,47781
464903,crying,0,47537
9114,antenna_hair,0,47482
900563,own_hands_together,0,47389
7455,tank_top,0,47356
10833,bottle,0,47321
10229,suit,0,47203
6364,grass,0,47129
516477,outstretched_arms,0,47051
4526,cross,0,46975
464539,bug,0,46589
609507,holding_food,0,46523
4474,fire,0,46465
419429,frilled_skirt,0,46415
429999,tiara,0,46411
1836990,aged_down,0,46406
464574,polka_dot,0,46378
14452,feathers,0,46364
510254,breasts_out,0,46228
1936,crossover,0,46213
4188,crown,0,46184
539837,high_ponytail,0,46117
375459,looking_up,0,46055
580738,black_hairband,0,46027
9714,bent_over,0,46026
3592,undressing,0,45997
397327,blue_shirt,0,45944
701697,white_bow,0,45887
421662,5girls,0,45886
462569,straddling,0,45739
575982,light_smile,0,45730
464565,knife,0,45555
634316,pectorals,0,45480
1337464,x_hair_ornament,0,45361
464573,plant,0,45164
14814,couple,0,45140
219401,denim,0,45131
432696,on_stomach,0,44802
487562,wing_collar,0,44774
16700,>_<,0,44725
3846,robot,0,44517
576310,white_flower,0,44392
452195,hair_bobbles,0,44248
8709,fellatio,0,44136
517832,outstretched_arm,0,43838
404507,sharp_teeth,0,43781
498000,blue_ribbon,0,43753
4850,lipstick,0,43621
4232,tan,0,43535
381279,girl_on_top,0,43530
465046,cat_girl,0,43463
458482,short_twintails,0,43394
1297467,lifted_by_self,0,43380
537,bondage,0,43370
397117,curtains,0,43288
463397,white_socks,0,43090
526340,letterboxed,0,43050
423613,animal_print,0,42743
1451588,muscular_male,0,42629
413908,spiked_hair,0,42548
403577,pointing,0,42540
463115,pink_bow,0,42424
611487,juliet_sleeves,0,42359
395015,monster_girl,0,42318
645320,sex_from_behind,0,42283
521420,slit_pupils,0,42116
2328,polearm,0,41911
374979,all_fours,0,41887
619736,blue_jacket,0,41861
10707,sisters,0,41457
534982,^^^,0,41381
507741,frilled_sleeves,0,41351
656169,hand_on_own_chest,0,41116
492682,red_necktie,0,40987
1388799,blue_sailor_collar,0,40975
410004,crescent,0,40913
82326,?,0,40842
4027,staff,0,40813
569748,black_background,0,40690
401137,clenched_teeth,0,40516
7558,panty_pull,0,40452
405345,cherry_blossoms,0,40306
464713,head_wings,0,39969
820510,horse_girl,0,39913
12464,brooch,0,39793
2849,goggles,0,39780
470790,demon_horns,0,39763
1710,towel,0,39695
11879,blouse,0,39694
584911,shaded_face,0,39622
589376,red_flower,0,39599
515302,green_skirt,0,39506
655303,fox_girl,0,39434
1369969,ground_vehicle,0,39280
447919,cover_page,0,39211
471601,black_bra,0,39210
302,elf,0,39186
358992,bike_shorts,0,39177
4123,wind,0,39127
2362,casual,0,39098
8072,black_socks,0,39083
401601,loafers,0,39011
379387,t-shirt,0,38864
489235,motion_lines,0,38824
561547,shoulder_armor,0,38616
403060,gauntlets,0,38611
464540,building,0,38491
93927,pink_panties,0,38441
401836,messy_hair,0,38068
415668,single_thighhigh,0,37934
471498,multiple_tails,0,37915
3046,kiss,0,37833
466654,wristband,0,37663
389882,group_sex,0,37616
314230,breast_press,0,37538
389705,between_breasts,0,37481
465870,surprised,0,37404
4543,striped_panties,0,37300
524399,hat_bow,0,37085
479729,gem,0,37068
464542,butterfly,0,36971
683385,red_footwear,0,36919
390594,red_shirt,0,36911
395533,sheath,0,36903
374782,sneakers,0,36836
469701,rabbit_tail,0,36820
516211,tassel,0,36640
464564,instrument,0,36574
5746,box,0,36505
521712,ear_piercing,0,36426
448007,drooling,0,36412
103483,fishnets,0,36371
1227044,ribbon_trim,0,36289
575322,clenched_hand,0,36272
405311,sex_toy,0,36243
1281370,red_bowtie,0,36203
385882,third_eye,0,36102
628293,skirt_set,0,36091
12667,child,0,36073
3540,hakama,0,36071
446647,pale_skin,0,35749
3474,portrait,0,35713
464568,musical_note,0,35511
427968,revealing_clothes,0,35499
4241,rope,0,35471
594766,star_(sky),0,35465
376491,wet_clothes,0,35421
4275,steam,0,35400
2252,candy,0,35362
166531,pink_dress,0,35227
376002,genderswap,0,35168
2119,facial,0,35125
380831,demon_tail,0,35104
368,dog_ears,0,35085
3417,anal,0,35064
390662,foreshortening,0,35051
1008243,holding_gun,0,34916
5648,nature,0,34895
376043,covering,0,34886
566918,adapted_costume,0,34783
6526,side-tie_panties,0,34714
515769,black_nails,0,34714
166133,night_sky,0,34326
404,christmas,0,34266
10847,breath,0,34088
4555,ejaculation,0,34061
15672,veil,0,34028
395223,scenery,0,34026
378850,armband,0,34010
448202,peaked_cap,0,34001
533054,waist_apron,0,33989
556011,lace_trim,0,33903
421107,convenient_censoring,0,33709
631529,white_apron,0,33648
5855,couch,0,33563
468477,arms_behind_head,0,33416
465152,china_dress,0,33413
1865,bandaid,0,33315
704500,holding_cup,0,33262
1314596,black_leotard,0,33183
601824,male_pubic_hair,0,32925
524897,interlocked_fingers,0,32856
1302826,mole_under_mouth,0,32799
4000,microphone,0,32717
417741,bridal_gauntlets,0,32598
375764,bara,0,32520
538298,strapless_dress,0,32510
448225,tokin_hat,0,32508
1568,yaoi,0,32378
478557,straight_hair,0,32366
456255,front-tie_top,0,32272
426598,bow_panties,0,32233
2755,lace,0,32198
561,mecha,0,32195
531068,hakama_skirt,0,32173
723773,hand_fan,0,32170
477288,white_ribbon,0,32158
389108,glowing_eyes,0,32156
566461,anger_vein,0,32053
466984,...,0,32033
659059,breasts_apart,0,31889
602295,hair_over_shoulder,0,31780
670638,clothes_writing,0,31699
469125,jingle_bell,0,31677
146061,baseball_cap,0,31672
593298,yellow_background,0,31665
1288118,hair_flaps,0,31467
457883,string_bikini,0,31418
674623,feathered_wings,0,31394
428523,hooded_jacket,0,31351
400041,cum_on_breasts,0,31297
1411175,bikini_top_only,0,31290
1416353,red_headwear,0,31191
383851,twin_drills,0,31075
665452,facing_viewer,0,31063
389553,skin_tight,0,31044
486674,multiple_penises,0,31006
1441885,semi-rimless_eyewear,0,30943
401968,red_nails,0,30789
1275600,bright_pupils,0,30787
647129,black_necktie,0,30692
643253,web_address,0,30676
376528,:<,0,30640
3508,angry,0,30615
611670,grey_shirt,0,30549
320292,cloak,0,30520
1441877,eyewear_on_head,0,30414
554980,motor_vehicle,0,30386
593296,red_background,0,30382
11410,claws,0,30300
389814,side_braid,0,30190
407678,wolf_tail,0,30179
1316316,pelvic_curtain,0,30158
635112,light_particles,0,30146
1593554,light_purple_hair,0,30050
670636,multicolored_clothes,0,30015
410734,carrying,0,30007
392990,micro_bikini,0,29907
467811,knees_up,0,29889
645083,smartphone,0,29850
4172,corset,0,29825
2329,tentacles,0,29635
635786,index_finger_raised,0,29578
648130,clothing_aside,0,29578
390596,purple_dress,0,29414
547132,extra_ears,0,29398
382270,rifle,0,29351
15764,striped_thighhighs,0,29349
668761,white_border,0,29331
374845,mary_janes,0,29321
15260,beard,0,29165
581,paizuri,0,29093
392810,vertical_stripes,0,29091
488864,red_jacket,0,29047
15689,:p,0,29013
1388801,red_neckerchief,0,28937
717927,short_hair_with_long_locks,0,28919
566116,scar_on_face,0,28750
462808,tareme,0,28700
1452299,neck_bell,0,28677
9474,licking,0,28656
15749,furry,0,28624
549225,single_horn,0,28498
77257,strap_slip,0,28432
429369,finger_to_mouth,0,28430
668635,pom_pom_(clothes),0,28411
2102,snow,0,28403
510802,french_braid,0,28301
10902,close-up,0,28288
149598,androgynous,0,28230
1463605,1other,0,28215
533356,areola_slip,0,28137
3284,forehead,0,28104
375723,puffy_nipples,0,28072
448477,buckle,0,28057
458223,horse_tail,0,28024
685432,two-tone_background,0,27949
422340,full_moon,0,27938
390257,eye_contact,0,27886
819964,pink_flower,0,27858
4536,tsurime,0,27654
563256,yellow_bow,0,27619
4530,gift,0,27609
396969,seiza,0,27454
389402,upskirt,0,27366
491144,blue_bikini,0,27350
470798,pink_nails,0,27118
455456,santa_hat,0,27080
1364406,genderswap_(mtf),0,27054
11813,lens_flare,0,27008
1501540,skin_fang,0,27006
376594,spikes,0,26942
375519,armlet,0,26928
656165,hand_on_own_face,0,26903
2907,desk,0,26794
462583,between_legs,0,26647
486611,brown_gloves,0,26624
379489,side_slit,0,26588
467493,handgun,0,26485
2447,camisole,0,26462
384552,wading,0,26457
486327,faceless,0,26424
586765,low_ponytail,0,26408
397411,restrained,0,26372
10905,pendant,0,26314
394151,plate,0,26272
379725,dual_persona,0,26249
577,masturbation,0,26248
467585,highleg_leotard,0,26243
584958,spoken_heart,0,26233
378743,curvy,0,26139
615165,green_bow,0,26102
529213,maid_apron,0,26053
393879,alcohol,0,26052
418395,after_sex,0,26042
616524,grey_skirt,0,26031
1656,handjob,0,25938
491758,sleeves_rolled_up,0,25936
435433,red_gloves,0,25869
658106,o-ring,0,25822
435555,heavy_breathing,0,25815
1585391,abyssal_ship,0,25726
14946,eyeshadow,0,25687
665184,ribbed_sweater,0,25673
459933,drinking_glass,0,25619
571690,hair_scrunchie,0,25536
491112,cowgirl_position,0,25531
535373,cross-laced_footwear,0,25481
1491014,blue_headwear,0,25429
2863,broom,0,25426
5474,ball,0,25393
684620,puffy_long_sleeves,0,25158
1455296,sleeves_past_fingers,0,25090
438458,clenched_hands,0,25038
673911,hood_up,0,25014
626528,cropped_legs,0,25012
406964,floating,0,24989
376117,wide_hips,0,24969
4261,forest,0,24911
689532,low-tied_long_hair,0,24901
382111,breast_hold,0,24875
3943,smoke,0,24872
9311,zipper,0,24870
375441,dress_lift,0,24870
392024,tray,0,24870
396680,personification,0,24869
662952,headwear_removed,0,24860
545992,high_heel_boots,0,24765
643274,partially_submerged,0,24661
390681,headset,0,24628
4596,halloween,0,24593
10279,hair_rings,0,24560
380540,legs_up,0,24503
521477,half_updo,0,24493
469517,doujin_cover,0,24453
520397,pink_skirt,0,24451
523327,starry_sky,0,24440
536573,colored_sclera,0,24438
470314,pencil_skirt,0,24405
1295582,strapless_leotard,0,24362
479374,single_glove,0,24336
471755,machinery,0,24312
374915,clothed_sex,0,24306
497607,blue_nails,0,24306
497007,backlighting,0,24291
15261,freckles,0,24267
671227,tearing_up,0,24176
11527,reflection,0,24165
465145,tanlines,0,24162
609,fish,0,24161
432529,sweater_vest,0,24147
658950,holding_book,0,24143
511594,arm_behind_back,0,24075
549356,arm_at_side,0,24024
453340,santa_costume,0,24020
1629722,large_pectorals,0,23996
494669,spot_color,0,23925
8243,flying,0,23894
463127,white_bra,0,23883
615735,asymmetrical_legwear,0,23876
646879,brown_background,0,23852
592555,panties_under_pantyhose,0,23749
634781,nontraditional_miko,0,23719
460324,red_bikini,0,23696
149799,happy_birthday,0,23664
491367,cropped_jacket,0,23653
494241,long_fingernails,0,23613
402062,!,0,23577
531403,kemonomimi_mode,0,23538
479146,sailor_dress,0,23441
651957,clothed_female_nude_male,0,23322
14442,walking,0,23236
1851,fingering,0,23218
574271,science_fiction,0,23187
1651,rain,0,23181
403173,white_pantyhose,0,23165
7581,garter_belt,0,23110
483898,frilled_bikini,0,23102
460502,dual_wielding,0,23083
572753,6+boys,0,23077
520991,pink_ribbon,0,23054
6175,cuffs,0,23036
1373022,red-framed_eyewear,0,23024
664922,dragon_horns,0,23024
427674,epaulettes,0,23020
376923,black_wings,0,23007
464538,bubble,0,22982
388067,demon_wings,0,22937
4925,thong,0,22871
617615,legs_apart,0,22854
4648,teacup,0,22847
1569,condom,0,22825
442816,veins,0,22823
465382,crossdressing,0,22797
1258089,ribbon-trimmed_sleeves,0,22795
1251593,holding_phone,0,22789
7450,gym_uniform,0,22731
475720,short_ponytail,0,22714
529447,arm_behind_head,0,22709
1916,cake,0,22701
602223,out_of_frame,0,22689
2169,innertube,0,22668
583857,oni_horns,0,22662
669624,contrapposto,0,22656
10376,naughty_face,0,22568
593297,green_background,0,22526
633528,alternate_breast_size,0,22467
643898,purple_background,0,22460
1373029,black-framed_eyewear,0,22424
1810,rape,0,22416
6441,beads,0,22362
654772,knee_up,0,22316
610698,hat_ornament,0,22311
1636487,one-hour_drawing_challenge,0,22279
570718,fur_collar,0,22266
617356,blue_shorts,0,22246
713987,outside_border,0,22190
728008,thighband_pantyhose,0,22190
8198,meme,0,22166
10402,bowl,0,22146
2056,toenails,0,22138
3354,cumdrip,0,22082
1242758,blue_flower,0,22045
416676,denim_shorts,0,22042
394305,curly_hair,0,22035
457726,track_jacket,0,22026
1388800,black_sailor_collar,0,21962
1388933,light_blush,0,21928
374849,school_bag,0,21924
508016,pocket,0,21923
10543,spread_pussy,0,21902
403286,toned,0,21876
514515,pink_shirt,0,21867
5875,doggystyle,0,21840
688711,white_sleeves,0,21801
412202,:q,0,21781
1278062,hand_in_own_hair,0,21700
1292999,spoken_ellipsis,0,21670
375986,empty_eyes,0,21646
610272,purple_skirt,0,21645
572906,crying_with_eyes_open,0,21630
583299,goggles_on_head,0,21629
166757,green_dress,0,21584
479955,4boys,0,21539
168390,bulge,0,21519
466881,sun_hat,0,21508
377078,cum_in_mouth,0,21505
452086,lolita_fashion,0,21497
427050,shiny_clothes,0,21494
9872,pauldrons,0,21475
397215,outline,0,21438
2378,buruma,0,21384
670088,hand_on_another's_head,0,21384
389,futanari,0,21376
1592077,topless_male,0,21362
1441886,under-rim_eyewear,0,21290
579793,frilled_apron,0,21156
560247,white_pupils,0,21124
464578,skull,0,21119
492380,jitome,0,21103
684644,gold_trim,0,21037
398273,long_legs,0,21023
2489,sunset,0,21004
464566,monster,0,20950
1258262,frilled_shirt_collar,0,20942
559163,emphasis_lines,0,20888
426491,hands_on_hips,0,20853
1119509,high-waist_skirt,0,20812
7585,new_year,0,20801
106450,shield,0,20770
580379,aged_up,0,20754
1670660,animal_hands,0,20736
554098,mole_on_breast,0,20679
4145,spear,0,20661
